1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.102869442863579352e-01,1.193123930660336118e-01,4.019764182200630254e-02,4.083070182315678975e-01,1.207418117450958395e+00,-3.101630952181352541e+00,4.374472766200522209e-03,2.495453542506755884e+00,-2.403654261174763107e+00,1.019987245375783891e+00,-9.281879640437796786e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.006979577598501457e-01,6.944802811576711310e-02,2.411231603816094832e-02,1.465275820201542789e+00,-7.156058320222320468e-01,-2.279439632794391990e+00,5.281285264040348759e-03,3.656871915891421132e+00,-4.176407853783830504e+00,1.295989422759856291e+00,-1.815525360652255671e+00,0.000000000000000000e+00
1.000000000000000056e-01,6.804910063612822080e-02,3.517730964230741941e-02,-3.977781739526172616e-03,2.954276028945157506e-01,1.685160877672487789e+00,-3.533242620276586976e+00,4.067350004103180428e-03,3.831343439663527750e+00,-5.862757766853519570e+00,9.081683800854409849e-01,-2.939582707275416595e+00,0.000000000000000000e+00
1.000000000000000056e-01,5.915026973833564794e-02,1.779369571894892643e-02,-3.438258157038190377e-02,9.740054377661534479e-01,1.201353408121439426e-01,-2.659268966612020613e+00,2.630831366289271625e-03,4.103898695960714882e+00,-6.581200997089512228e+00,8.806037843184074676e-01,-3.357906085447189160e+00,0.000000000000000000e+00
1.000000000000000056e-01,-6.861763344394028463e-02,-3.739301609728483411e-03,-5.842390313067076513e-02,1.501141306042723222e+00,-1.416696061839152421e+00,-1.657036199408754129e+00,1.543344193335701277e-03,1.644288829201033142e+00,-9.564930437663431206e+00,-1.738076573288484195e+00,-6.182565035173896106e+00,0.000000000000000000e+00
1.000000000000000056e-01,-7.589316527909512056e-02,-8.897270871899353589e-03,-7.533963741960275629e-02,1.090553316678984253e+00,-3.801871633632840641e-01,-2.288136690974190479e+00,8.442334048786008125e-04,1.614362068309942000e+00,-9.861493031508919316e+00,-1.849129285061983152e+00,-6.398001678136977510e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.109461643481750859e-01,-1.378719183948861129e-02,-8.727572473294041566e-02,3.406063462819277632e-01,1.053974138733563715e+00,-2.976604479432639394e+00,4.217482663613198834e-04,9.113549241009869517e-01,-1.064758304925991261e+01,-2.577702205135192770e+00,-7.158525920023713240e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.183125269916737443e-01,-1.570927057356993201e-02,-9.350351223514490051e-02,7.251218546467050885e-01,1.770697986599618634e-01,-2.488211301423296717e+00,1.667995317959621113e-04,7.886784706433868086e-01,-1.084159919371040459e+01,-2.722157625567022787e+00,-7.330763097499973568e+00,0.000000000000000000e+00
1.028153460525079999e-01,-1.184393738778859312e-01,-1.578000160358854556e-02,-1.007896364564574987e-01,1.065221604387018406e+00,-7.879427958731135551e-01,-1.867363096507464570e+00,1.494156682188422028e-05,-2.574341397632998740e-01,-1.173531202048585342e+01,-3.722631994701469438e+00,-8.270114165547653329e+00,0.000000000000000000e+00
1.028153460525079999e-01,-1.272275951833649055e-01,-1.720490425311791902e-02,-1.024452330490961821e-01,7.123382888530495061e-01,7.333105142693052692e-02,-2.380044746460724170e+00,-8.131949578735512500e-05,-4.289653186241132454e-01,-1.193801477720205462e+01,-3.903633486803648633e+00,-8.463346609022488920e+00,0.000000000000000000e+00
1.070813054886149140e-01,-1.274484754135224440e-01,-1.732376819798076006e-02,-1.081242025370326987e-01,8.151545774370088093e-01,-4.095206401905678306e-01,-2.004600611304164559e+00,-1.408536490175725964e-04,-1.648295408629719017e+00,-1.292718688948090211e+01,-5.053810129108158300e+00,-9.521672169002442843e+00,0.000000000000000000e+00
1.070813054886149140e-01,-1.438562814868853401e-01,-1.853672762707336136e-02,-1.094379669782584441e-01,4.034167839511576537e-01,5.453035449122534128e-01,-2.552610406416251365e+00,-1.823178060504139248e-04,-2.010938226861310074e+00,-1.325690044364512232e+01,-5.406580592872190394e+00,-9.861258077634218466e+00,0.000000000000000000e+00
1.070813054886149140e-01,-1.533417982882026576e-01,-1.912170514096137725e-02,-1.099641336992075030e-01,7.331551399743136965e-01,-1.750591622939967618e-01,-2.167252759695374564e+00,-2.155773802751920589e-04,-2.223814998886827432e+00,-1.344375869760995101e+01,-5.611634829988299877e+00,-1.005593886650845192e+01,0.000000000000000000e+00
1.095869593173694895e-01,-1.534067910756121145e-01,-1.915596533946243435e-02,-1.122449858137365974e-01,3.586766163379986883e-01,4.734003736485382641e-01,-2.446844496559403392e+00,-2.418217884591369296e-04,-2.841438878067272800e+00,-1.392634771620301670e+01,-6.188640741839462223e+00,-1.057914585243080374e+01,0.000000000000000000e+00
1.095869593173694895e-01,-1.616724092125057244e-01,-1.961172293193043370e-02,-1.126318157706900497e-01,6.453048238563676708e-01,-1.357478756728619507e-01,-2.130274709475041828e+00,-2.610152034881468722e-04,-3.029038040558190925e+00,-1.408678564078620532e+01,-6.368066808305729687e+00,-1.074775687303864125e+01,0.000000000000000000e+00
1.118529128078836199e-01,-1.617233379308601615e-01,-1.963848577121420427e-02,-1.145815032318920207e-01,3.552573482999893950e-01,3.451617959078447373e-01,-2.327419653708784786e+00,-2.805059758324389006e-04,-3.566273604161646738e+00,-1.450192043354601168e+01,-6.868570073220850780e+00,-1.119962396448678277e+01,0.000000000000000000e+00
1.118529128078836199e-01,-1.701440676266127161e-01,-2.002685020168632965e-02,-1.150378064750628704e-01,5.852507453551001326e-01,-1.599930337935166480e-01,-2.058865028632593575e+00,-2.962800092721866452e-04,-3.760040336981163023e+00,-1.466232033549565550e+01,-7.052295568579289409e+00,-1.137006510389750780e+01,0.000000000000000000e+00
1.132254821805714629e-01,-1.701623915765918815e-01,-2.003649272365528797e-02,-1.160135655707818791e-01,3.628262246833940941e-01,2.180107355038806149e-01,-2.221366148035996524e+00,-3.154078759391830281e-04,-4.079892781282918435e+00,-1.490824128804195148e+01,-7.349897940944843278e+00,-1.163823612838000798e+01,0.000000000000000000e+00
1.132254821805714629e-01,-1.785496461089585152e-01,-2.032567150050424223e-02,-1.165484951997344670e-01,5.028555867284372205e-01,-1.351478867408445472e-01,-2.015464379393611338e+00,-3.308656725746486550e-04,-4.275909128198782660e+00,-1.506448692398399025e+01,-7.533945515028412032e+00,-1.180645053715434400e+01,0.000000000000000000e+00
1.132254821805714629e-01,-1.858834886494519500e-01,-2.045246469054808405e-02,-1.168587669929908035e-01,3.701355174244935764e-01,6.475277733870132835e-02,-2.090168611954616562e+00,-3.512598396368536756e-04,-4.450786844574390777e+00,-1.519702850613343159e+01,-7.696071242011242042e+00,-1.195174410869656256e+01,0.000000000000000000e+00
