9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,2.732637978497376441e-02,-2.143735339945391505e-01,-5.011683862927932553e-01
1.802896932206246583e-01,-1.152998082394250407e-03,-8.616216276216304495e-03,-2.825590097686574431e-01,-3.924853644580210410e-02,-4.111959270212038331e-01
2.111763764942849175e-02,-1.291668719823817462e-03,-3.207430780927129487e-05,-1.503682338381052419e-01,-3.668295904886741121e-02,-7.808207326242688762e-01
-9.034625637459118815e-04,-5.051870394900185007e-04,4.034113787990593029e-05,-4.888499655037435027e-02,-3.272013627111994977e-02,-7.009229101810285911e-01
1.053060272076003674e-02,-5.027977527707921295e-04,9.710905118818398949e-05,-1.977210811716781647e-01,-1.481501130317727614e-03,-1.764080654173153517e-01
-7.274537792506646219e-04,-5.011656262303601332e-04,3.160870369747920681e-05,-2.773912380835870124e-03,5.793392068846146007e-05,-1.573553589886625415e-01
-9.301803213437871524e-04,-5.001062106918539906e-04,5.060215159732496531e-05,-2.010459887743798468e-01,-8.856478457487931963e-04,-2.659357963204030950e-01
-5.371923134735424009e-04,-4.985879539909273675e-04,5.539072238516868149e-05,-1.519207385035870328e-01,7.930154857180494359e-04,-1.656422039526066550e-02
-9.257701682073351266e-04,-4.970922882004731201e-04,4.954171904383133159e-05,-4.922778491307797100e-02,3.490516632156359634e-04,-1.109795107526261870e-01
-9.230051588509672819e-04,-4.956132393644959973e-04,5.060073020928763850e-05,-7.924721430017493684e-02,1.504963550750129480e-04,-6.717089004213015746e-02
-9.202350947767840104e-04,-4.941258420936668139e-04,5.044998415760872427e-05,-6.204753760848410321e-02,-5.118380621573721053e-05,-8.589234943765026997e-02
-1.724631057968873749e-03,-4.926737425937591664e-04,2.835529180869326274e-05,-6.474618230002943120e-02,1.115482275665565350e-03,-4.879821435533147900e-02
-9.123997275912118250e-04,-4.911924811994741432e-04,5.397159114464727308e-05,-4.922142454964525266e-02,7.714318212247916681e-04,-6.193552828201454030e-02
-9.095597667292828169e-04,-4.896901573279474184e-04,5.005484020488918246e-05,-4.984397110581223478e-02,5.319314690649232149e-04,-4.712962361165117658e-02
