9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,2.732637978497376441e-02,-2.143735339945391505e-01,-5.011683862927932553e-01
1.040018234124381463e-01,1.617522561868930120e-01,-8.883863145381176371e-03,2.409898549865388540e-02,-2.045289753461914661e-01,-4.762060707370416868e-01
1.078685292733628925e-01,1.529702898925759669e-01,-9.150460118861883027e-03,2.151048689212367929e-02,-1.946457385101449111e-01,-4.513564468309066990e-01
1.113718717718631956e-01,1.443195590504738890e-01,-9.337731586938638473e-03,1.867704126429158007e-02,-1.847675405610720856e-01,-4.268922029501027726e-01
1.145566114467633789e-01,1.358107462702208834e-01,-9.446121273526964998e-03,1.497525665212373451e-02,-1.749648313882890827e-01,-4.032780471373949016e-01
1.174456760964142504e-01,1.274537854280928251e-01,-9.474595049443635536e-03,1.226339663525165095e-02,-1.652707031024452378e-01,-3.799130753170015251e-01
1.198991854516777006e-01,1.192584738117020426e-01,-9.413861742300719954e-03,8.882997915691462007e-03,-1.557499330158934048e-01,-3.573095257930316015e-01
1.219668524076508997e-01,1.112331586000148975e-01,-9.266680414121276563e-03,5.802628200517761028e-03,-1.463898504834608705e-01,-3.351224907018672261e-01
1.236582178424562445e-01,1.033855939765292026e-01,-9.033970899527635212e-03,3.058741454543397950e-03,-1.372098498845692183e-01,-3.133721489498101365e-01
1.249489559395417088e-01,9.572296870233702737e-02,-8.716141069182873138e-03,6.374867345792824269e-04,-1.282225849260842654e-01,-2.920134543883641798e-01
1.258542231519513555e-01,8.825160881509729049e-02,-8.315775086306242611e-03,-1.388051431801061442e-03,-1.194394081006450864e-01,-2.710351319690625926e-01
1.263536267523273082e-01,8.097733072025282974e-02,-7.835326889998212377e-03,-3.074944762364502718e-03,-1.108703162377652068e-01,-2.504288919111306577e-01
1.264576977371814348e-01,7.390515482702134098e-02,-7.278682980900078904e-03,-4.405177797354201466e-03,-1.025232659073977703e-01,-2.302014926844306864e-01
1.261534969465785694e-01,6.703958065721404846e-02,-6.650272374362367102e-03,-5.431983038963775386e-03,-9.440489046497922698e-02,-2.103638734606858851e-01
1.254488760234674649e-01,6.038438957311800109e-02,-5.955370065269125802e-03,-6.174351080762330649e-03,-8.652026176121660472e-02,-1.909403130464923937e-01
1.243374031746941472e-01,5.394283592670717775e-02,-5.200078316199151403e-03,-6.683966093562573006e-03,-7.887316108046060759e-02,-1.719583610764195414e-01
